id,empleado_id,trabajo_id,is_encargado,created_at,updated_at
67,1,18,0,2023-01-02 04:44:00,2023-01-04 00:44:00
68,0,18,1,2023-01-02 04:44:00,2023-01-04 00:44:00
69,8,19,0,2023-01-06 05:59:00,2023-01-07 08:59:00
70,2,19,0,2023-01-06 05:59:00,2023-01-07 08:59:00
71,9,19,1,2023-01-06 05:59:00,2023-01-07 08:59:00
72,8,20,0,2023-01-02 20:49:00,2023-01-04 09:49:00
73,7,20,0,2023-01-02 20:49:00,2023-01-04 09:49:00
74,0,20,0,2023-01-02 20:49:00,2023-01-04 09:49:00
75,6,20,0,2023-01-02 20:49:00,2023-01-04 09:49:00
76,5,20,1,2023-01-02 20:49:00,2023-01-04 09:49:00
77,0,21,0,2023-01-01 13:43:00,2023-01-04 12:43:00
78,7,21,0,2023-01-01 13:43:00,2023-01-04 12:43:00
79,8,21,1,2023-01-01 13:43:00,2023-01-04 12:43:00
80,2,21,0,2023-01-01 13:43:00,2023-01-04 12:43:00
81,9,22,0,2023-01-10 09:17:00,2023-01-11 10:17:00
82,6,22,0,2023-01-10 09:17:00,2023-01-11 10:17:00
83,8,22,1,2023-01-10 09:17:00,2023-01-11 10:17:00
84,1,23,0,2023-01-14 21:22:00,2023-01-15 19:22:00
85,3,23,1,2023-01-14 21:22:00,2023-01-15 19:22:00
86,1,24,1,2023-01-10 23:00:00,2023-01-11 11:00:00
87,3,24,0,2023-01-10 23:00:00,2023-01-11 11:00:00
88,5,25,0,2023-01-10 08:11:00,2023-01-12 23:11:00
89,9,25,0,2023-01-10 08:11:00,2023-01-12 23:11:00
90,7,25,0,2023-01-10 08:11:00,2023-01-12 23:11:00
91,0,25,1,2023-01-10 08:11:00,2023-01-12 23:11:00
92,2,26,0,2023-01-11 16:39:00,2023-01-12 16:39:00
93,7,26,1,2023-01-11 16:39:00,2023-01-12 16:39:00
94,2,27,1,2023-01-08 09:19:00,2023-01-10 16:19:00
95,7,27,0,2023-01-08 09:19:00,2023-01-10 16:19:00
96,8,27,0,2023-01-08 09:19:00,2023-01-10 16:19:00
97,9,27,0,2023-01-08 09:19:00,2023-01-10 16:19:00
98,0,28,1,2023-01-13 09:26:00,2023-01-14 21:26:00
99,2,28,0,2023-01-13 09:26:00,2023-01-14 21:26:00
100,3,28,0,2023-01-13 09:26:00,2023-01-14 21:26:00
101,3,29,1,2023-01-09 21:19:00,2023-01-12 01:19:00
102,9,29,0,2023-01-09 21:19:00,2023-01-12 01:19:00
103,9,30,1,2023-01-11 03:53:00,2023-01-14 01:53:00
104,4,30,0,2023-01-11 03:53:00,2023-01-14 01:53:00
105,6,30,0,2023-01-11 03:53:00,2023-01-14 01:53:00
106,2,31,0,2023-01-08 15:48:00,2023-01-09 04:48:00
107,0,31,0,2023-01-08 15:48:00,2023-01-09 04:48:00
108,9,31,0,2023-01-08 15:48:00,2023-01-09 04:48:00
109,5,31,1,2023-01-08 15:48:00,2023-01-09 04:48:00
110,6,31,0,2023-01-08 15:48:00,2023-01-09 04:48:00
111,3,32,0,2023-01-14 13:21:00,2023-01-16 05:21:00
112,6,32,1,2023-01-14 13:21:00,2023-01-16 05:21:00
113,5,33,0,2023-01-11 07:37:00,2023-01-13 02:37:00
114,6,33,0,2023-01-11 07:37:00,2023-01-13 02:37:00
115,1,33,0,2023-01-11 07:37:00,2023-01-13 02:37:00
116,7,33,0,2023-01-11 07:37:00,2023-01-13 02:37:00
117,4,33,1,2023-01-11 07:37:00,2023-01-13 02:37:00
118,9,34,1,2023-01-09 15:25:00,2023-01-11 07:25:00
119,8,34,0,2023-01-09 15:25:00,2023-01-11 07:25:00
120,7,34,0,2023-01-09 15:25:00,2023-01-11 07:25:00
121,2,34,0,2023-01-09 15:25:00,2023-01-11 07:25:00
122,7,35,0,2023-01-14 18:22:00,2023-01-17 16:22:00
123,1,35,1,2023-01-14 18:22:00,2023-01-17 16:22:00
124,7,36,1,2023-01-13 20:44:00,2023-01-14 19:44:00
125,1,36,0,2023-01-13 20:44:00,2023-01-14 19:44:00
126,2,36,0,2023-01-13 20:44:00,2023-01-14 19:44:00
127,8,37,0,2023-01-14 21:28:00,2023-01-16 22:28:00
128,4,37,0,2023-01-14 21:28:00,2023-01-16 22:28:00
129,5,37,0,2023-01-14 21:28:00,2023-01-16 22:28:00
130,9,37,1,2023-01-14 21:28:00,2023-01-16 22:28:00
131,9,38,1,2023-01-18 04:20:00,2023-01-19 01:20:00
132,4,38,0,2023-01-18 04:20:00,2023-01-19 01:20:00
133,5,38,0,2023-01-18 04:20:00,2023-01-19 01:20:00
134,3,38,0,2023-01-18 04:20:00,2023-01-19 01:20:00
135,6,38,0,2023-01-18 04:20:00,2023-01-19 01:20:00
136,4,39,0,2023-01-16 10:53:00,2023-01-16 19:53:00
137,5,39,0,2023-01-16 10:53:00,2023-01-16 19:53:00
138,0,39,1,2023-01-16 10:53:00,2023-01-16 19:53:00
139,2,39,0,2023-01-16 10:53:00,2023-01-16 19:53:00
140,9,39,0,2023-01-16 10:53:00,2023-01-16 19:53:00
141,8,40,0,2023-01-16 00:53:00,2023-01-18 03:53:00
142,9,40,1,2023-01-16 00:53:00,2023-01-18 03:53:00
143,6,41,0,2023-01-19 05:21:00,2023-01-20 13:21:00
144,9,41,1,2023-01-19 05:21:00,2023-01-20 13:21:00
145,4,41,0,2023-01-19 05:21:00,2023-01-20 13:21:00
146,2,41,0,2023-01-19 05:21:00,2023-01-20 13:21:00
147,7,41,0,2023-01-19 05:21:00,2023-01-20 13:21:00
148,6,42,0,2023-01-16 13:23:00,2023-01-16 19:23:00
149,2,42,0,2023-01-16 13:23:00,2023-01-16 19:23:00
150,8,42,1,2023-01-16 13:23:00,2023-01-16 19:23:00
151,4,42,0,2023-01-16 13:23:00,2023-01-16 19:23:00
152,3,42,0,2023-01-16 13:23:00,2023-01-16 19:23:00
153,9,43,0,2023-01-15 23:04:00,2023-01-18 11:04:00
154,6,43,0,2023-01-15 23:04:00,2023-01-18 11:04:00
155,7,43,0,2023-01-15 23:04:00,2023-01-18 11:04:00
156,0,43,1,2023-01-15 23:04:00,2023-01-18 11:04:00
157,8,43,0,2023-01-15 23:04:00,2023-01-18 11:04:00
158,1,44,1,2023-01-21 19:37:00,2023-01-24 17:37:00
159,5,44,0,2023-01-21 19:37:00,2023-01-24 17:37:00
160,1,45,1,2023-01-18 05:45:00,2023-01-20 16:45:00
161,7,45,0,2023-01-18 05:45:00,2023-01-20 16:45:00
162,9,46,0,2023-01-22 06:13:00,2023-01-24 15:13:00
163,4,46,0,2023-01-22 06:13:00,2023-01-24 15:13:00
164,6,46,0,2023-01-22 06:13:00,2023-01-24 15:13:00
165,8,46,0,2023-01-22 06:13:00,2023-01-24 15:13:00
166,5,46,1,2023-01-22 06:13:00,2023-01-24 15:13:00
167,4,47,0,2023-01-15 21:52:00,2023-01-16 07:52:00
168,7,47,1,2023-01-15 21:52:00,2023-01-16 07:52:00
169,7,48,0,2023-01-17 17:20:00,2023-01-20 07:20:00
170,0,48,0,2023-01-17 17:20:00,2023-01-20 07:20:00
171,2,48,1,2023-01-17 17:20:00,2023-01-20 07:20:00
172,6,48,0,2023-01-17 17:20:00,2023-01-20 07:20:00
173,9,48,0,2023-01-17 17:20:00,2023-01-20 07:20:00
174,8,49,1,2023-01-17 12:33:00,2023-01-18 19:33:00
175,3,49,0,2023-01-17 12:33:00,2023-01-18 19:33:00
176,6,49,0,2023-01-17 12:33:00,2023-01-18 19:33:00
177,4,49,0,2023-01-17 12:33:00,2023-01-18 19:33:00
178,7,50,1,2023-01-25 23:24:00,2023-01-27 12:24:00
179,4,50,0,2023-01-25 23:24:00,2023-01-27 12:24:00
180,8,50,0,2023-01-25 23:24:00,2023-01-27 12:24:00
181,3,50,0,2023-01-25 23:24:00,2023-01-27 12:24:00
182,6,51,1,2023-01-25 14:22:00,2023-01-26 04:22:00
183,8,51,0,2023-01-25 14:22:00,2023-01-26 04:22:00
184,5,52,0,2023-01-26 22:08:00,2023-01-29 05:08:00
185,3,52,1,2023-01-26 22:08:00,2023-01-29 05:08:00
186,5,53,0,2023-01-29 05:48:00,2023-01-30 15:48:00
187,6,53,1,2023-01-29 05:48:00,2023-01-30 15:48:00
188,1,53,0,2023-01-29 05:48:00,2023-01-30 15:48:00
189,9,53,0,2023-01-29 05:48:00,2023-01-30 15:48:00
190,0,54,1,2023-01-26 19:08:00,2023-01-28 13:08:00
191,7,54,0,2023-01-26 19:08:00,2023-01-28 13:08:00
192,9,54,0,2023-01-26 19:08:00,2023-01-28 13:08:00
193,5,55,0,2023-01-24 20:56:00,2023-01-26 15:56:00
194,0,55,1,2023-01-24 20:56:00,2023-01-26 15:56:00
195,9,55,0,2023-01-24 20:56:00,2023-01-26 15:56:00
196,1,55,0,2023-01-24 20:56:00,2023-01-26 15:56:00
197,8,56,0,2023-01-28 20:16:00,2023-01-29 21:16:00
198,9,56,0,2023-01-28 20:16:00,2023-01-29 21:16:00
199,4,56,0,2023-01-28 20:16:00,2023-01-29 21:16:00
200,6,56,1,2023-01-28 20:16:00,2023-01-29 21:16:00
201,3,56,0,2023-01-28 20:16:00,2023-01-29 21:16:00
202,5,57,1,2023-01-25 14:20:00,2023-01-27 23:20:00
203,0,57,0,2023-01-25 14:20:00,2023-01-27 23:20:00
204,8,58,0,2023-01-24 13:14:00,2023-01-24 15:14:00
205,6,58,0,2023-01-24 13:14:00,2023-01-24 15:14:00
206,4,58,1,2023-01-24 13:14:00,2023-01-24 15:14:00
207,9,59,0,2023-01-24 10:47:00,2023-01-26 15:47:00
208,5,59,1,2023-01-24 10:47:00,2023-01-26 15:47:00
209,2,60,0,2023-01-26 18:20:00,2023-01-27 21:20:00
210,9,60,0,2023-01-26 18:20:00,2023-01-27 21:20:00
211,1,60,1,2023-01-26 18:20:00,2023-01-27 21:20:00
212,1,61,0,2023-01-26 05:43:00,2023-01-26 07:43:00
213,2,61,0,2023-01-26 05:43:00,2023-01-26 07:43:00
214,7,61,1,2023-01-26 05:43:00,2023-01-26 07:43:00
215,1,62,0,2023-02-03 18:15:00,2023-02-06 02:15:00
216,8,62,1,2023-02-03 18:15:00,2023-02-06 02:15:00
217,9,62,0,2023-02-03 18:15:00,2023-02-06 02:15:00
218,6,62,0,2023-02-03 18:15:00,2023-02-06 02:15:00
219,3,62,0,2023-02-03 18:15:00,2023-02-06 02:15:00
220,4,63,0,2023-02-05 02:12:00,2023-02-06 10:12:00
221,0,63,0,2023-02-05 02:12:00,2023-02-06 10:12:00
222,7,63,1,2023-02-05 02:12:00,2023-02-06 10:12:00
223,5,63,0,2023-02-05 02:12:00,2023-02-06 10:12:00
224,8,63,0,2023-02-05 02:12:00,2023-02-06 10:12:00
225,7,64,1,2023-01-29 22:24:00,2023-01-30 07:24:00
226,4,64,0,2023-01-29 22:24:00,2023-01-30 07:24:00
227,6,64,0,2023-01-29 22:24:00,2023-01-30 07:24:00
228,2,64,0,2023-01-29 22:24:00,2023-01-30 07:24:00
229,7,65,0,2023-02-01 13:42:00,2023-02-04 09:42:00
230,0,65,1,2023-02-01 13:42:00,2023-02-04 09:42:00
231,2,65,0,2023-02-01 13:42:00,2023-02-04 09:42:00
232,3,65,0,2023-02-01 13:42:00,2023-02-04 09:42:00
233,6,65,0,2023-02-01 13:42:00,2023-02-04 09:42:00
234,2,66,1,2023-01-31 20:47:00,2023-02-03 17:47:00
235,5,66,0,2023-01-31 20:47:00,2023-02-03 17:47:00
236,6,67,1,2023-01-30 05:20:00,2023-01-31 17:20:00
237,5,67,0,2023-01-30 05:20:00,2023-01-31 17:20:00
238,1,67,0,2023-01-30 05:20:00,2023-01-31 17:20:00
239,2,68,0,2023-01-30 13:52:00,2023-01-31 08:52:00
240,0,68,0,2023-01-30 13:52:00,2023-01-31 08:52:00
241,5,68,0,2023-01-30 13:52:00,2023-01-31 08:52:00
242,9,68,1,2023-01-30 13:52:00,2023-01-31 08:52:00
243,2,69,1,2023-01-29 23:22:00,2023-01-31 05:22:00
244,1,69,0,2023-01-29 23:22:00,2023-01-31 05:22:00
245,6,70,0,2023-02-02 08:32:00,2023-02-03 15:32:00
246,8,70,1,2023-02-02 08:32:00,2023-02-03 15:32:00
247,2,70,0,2023-02-02 08:32:00,2023-02-03 15:32:00
248,3,70,0,2023-02-02 08:32:00,2023-02-03 15:32:00
249,8,71,1,2023-02-04 14:58:00,2023-02-06 18:58:00
250,9,71,0,2023-02-04 14:58:00,2023-02-06 18:58:00
251,5,72,0,2023-02-02 20:14:00,2023-02-04 23:14:00
252,1,72,1,2023-02-02 20:14:00,2023-02-04 23:14:00
253,6,72,0,2023-02-02 20:14:00,2023-02-04 23:14:00
254,8,72,0,2023-02-02 20:14:00,2023-02-04 23:14:00
255,0,72,0,2023-02-02 20:14:00,2023-02-04 23:14:00
256,7,73,0,2023-01-30 07:10:00,2023-02-01 01:10:00
257,4,73,1,2023-01-30 07:10:00,2023-02-01 01:10:00
258,1,73,0,2023-01-30 07:10:00,2023-02-01 01:10:00
259,5,74,1,2023-01-31 11:57:00,2023-02-02 20:57:00
260,4,74,0,2023-01-31 11:57:00,2023-02-02 20:57:00
261,0,74,0,2023-01-31 11:57:00,2023-02-02 20:57:00
262,1,74,0,2023-01-31 11:57:00,2023-02-02 20:57:00
263,7,74,0,2023-01-31 11:57:00,2023-02-02 20:57:00
264,7,75,0,2023-02-04 14:26:00,2023-02-05 06:26:00
265,5,75,1,2023-02-04 14:26:00,2023-02-05 06:26:00
266,2,75,0,2023-02-04 14:26:00,2023-02-05 06:26:00
267,6,75,0,2023-02-04 14:26:00,2023-02-05 06:26:00
268,0,76,0,2023-02-02 03:06:00,2023-02-03 05:06:00
269,4,76,0,2023-02-02 03:06:00,2023-02-03 05:06:00
270,6,76,0,2023-02-02 03:06:00,2023-02-03 05:06:00
271,5,76,1,2023-02-02 03:06:00,2023-02-03 05:06:00
272,8,77,0,2023-02-01 04:00:00,2023-02-01 17:00:00
273,3,77,1,2023-02-01 04:00:00,2023-02-01 17:00:00
274,1,77,0,2023-02-01 04:00:00,2023-02-01 17:00:00
275,2,78,0,2023-02-02 09:12:00,2023-02-04 08:12:00
276,1,78,0,2023-02-02 09:12:00,2023-02-04 08:12:00
277,6,78,1,2023-02-02 09:12:00,2023-02-04 08:12:00
278,3,79,0,2023-01-30 05:08:00,2023-02-01 10:08:00
279,0,79,0,2023-01-30 05:08:00,2023-02-01 10:08:00
280,6,79,1,2023-01-30 05:08:00,2023-02-01 10:08:00
281,4,80,0,2023-01-29 19:51:00,2023-02-01 15:51:00
282,6,80,0,2023-01-29 19:51:00,2023-02-01 15:51:00
283,0,80,1,2023-01-29 19:51:00,2023-02-01 15:51:00
284,7,80,0,2023-01-29 19:51:00,2023-02-01 15:51:00
285,9,81,1,2023-02-02 18:48:00,2023-02-03 00:48:00
286,6,81,0,2023-02-02 18:48:00,2023-02-03 00:48:00
287,8,82,0,2023-02-02 22:18:00,2023-02-05 19:18:00
288,4,82,0,2023-02-02 22:18:00,2023-02-05 19:18:00
289,3,82,1,2023-02-02 22:18:00,2023-02-05 19:18:00
290,1,83,0,2023-02-04 08:01:00,2023-02-04 10:01:00
291,6,83,0,2023-02-04 08:01:00,2023-02-04 10:01:00
292,2,83,1,2023-02-04 08:01:00,2023-02-04 10:01:00
293,9,83,0,2023-02-04 08:01:00,2023-02-04 10:01:00
294,4,84,1,2023-02-11 20:45:00,2023-02-12 22:45:00
295,6,84,0,2023-02-11 20:45:00,2023-02-12 22:45:00
296,8,85,0,2023-02-11 03:46:00,2023-02-11 05:46:00
297,7,85,1,2023-02-11 03:46:00,2023-02-11 05:46:00
298,4,86,0,2023-02-08 03:35:00,2023-02-10 21:35:00
299,7,86,0,2023-02-08 03:35:00,2023-02-10 21:35:00
300,2,86,0,2023-02-08 03:35:00,2023-02-10 21:35:00
301,8,86,1,2023-02-08 03:35:00,2023-02-10 21:35:00
302,1,87,1,2023-02-07 18:46:00,2023-02-10 05:46:00
303,5,87,0,2023-02-07 18:46:00,2023-02-10 05:46:00
304,7,87,0,2023-02-07 18:46:00,2023-02-10 05:46:00
305,4,88,0,2023-02-09 04:47:00,2023-02-09 18:47:00
306,2,88,0,2023-02-09 04:47:00,2023-02-09 18:47:00
307,9,88,0,2023-02-09 04:47:00,2023-02-09 18:47:00
308,7,88,1,2023-02-09 04:47:00,2023-02-09 18:47:00
309,8,88,0,2023-02-09 04:47:00,2023-02-09 18:47:00
310,2,89,0,2023-02-11 21:24:00,2023-02-12 18:24:00
311,7,89,1,2023-02-11 21:24:00,2023-02-12 18:24:00
312,6,90,1,2023-02-10 11:40:00,2023-02-10 14:40:00
313,1,90,0,2023-02-10 11:40:00,2023-02-10 14:40:00
314,0,91,0,2023-02-10 23:30:00,2023-02-13 19:30:00
315,9,91,0,2023-02-10 23:30:00,2023-02-13 19:30:00
316,1,91,0,2023-02-10 23:30:00,2023-02-13 19:30:00
317,4,91,1,2023-02-10 23:30:00,2023-02-13 19:30:00
318,8,92,1,2023-02-08 04:19:00,2023-02-11 02:19:00
319,0,92,0,2023-02-08 04:19:00,2023-02-11 02:19:00
320,1,92,0,2023-02-08 04:19:00,2023-02-11 02:19:00
321,6,93,0,2023-02-06 04:33:00,2023-02-06 07:33:00
322,0,93,0,2023-02-06 04:33:00,2023-02-06 07:33:00
323,4,93,1,2023-02-06 04:33:00,2023-02-06 07:33:00
324,7,93,0,2023-02-06 04:33:00,2023-02-06 07:33:00
325,8,93,0,2023-02-06 04:33:00,2023-02-06 07:33:00
326,3,94,0,2023-02-05 17:01:00,2023-02-06 01:01:00
327,9,94,0,2023-02-05 17:01:00,2023-02-06 01:01:00
328,7,94,1,2023-02-05 17:01:00,2023-02-06 01:01:00
329,0,94,0,2023-02-05 17:01:00,2023-02-06 01:01:00
330,5,94,0,2023-02-05 17:01:00,2023-02-06 01:01:00
331,8,95,0,2023-02-11 07:01:00,2023-02-13 03:01:00
332,9,95,0,2023-02-11 07:01:00,2023-02-13 03:01:00
333,0,95,1,2023-02-11 07:01:00,2023-02-13 03:01:00
334,3,95,0,2023-02-11 07:01:00,2023-02-13 03:01:00
335,6,96,0,2023-02-11 08:13:00,2023-02-12 00:13:00
336,5,96,0,2023-02-11 08:13:00,2023-02-12 00:13:00
337,8,96,1,2023-02-11 08:13:00,2023-02-12 00:13:00
338,1,96,0,2023-02-11 08:13:00,2023-02-12 00:13:00
339,9,96,0,2023-02-11 08:13:00,2023-02-12 00:13:00
340,7,97,1,2023-02-06 14:56:00,2023-02-09 04:56:00
341,9,97,0,2023-02-06 14:56:00,2023-02-09 04:56:00
342,3,97,0,2023-02-06 14:56:00,2023-02-09 04:56:00
343,9,98,0,2023-02-08 09:30:00,2023-02-09 11:30:00
344,8,98,0,2023-02-08 09:30:00,2023-02-09 11:30:00
345,0,98,0,2023-02-08 09:30:00,2023-02-09 11:30:00
346,5,98,0,2023-02-08 09:30:00,2023-02-09 11:30:00
347,3,98,1,2023-02-08 09:30:00,2023-02-09 11:30:00
348,6,99,0,2023-02-10 22:02:00,2023-02-11 00:02:00
349,1,99,0,2023-02-10 22:02:00,2023-02-11 00:02:00
350,3,99,0,2023-02-10 22:02:00,2023-02-11 00:02:00
351,9,99,0,2023-02-10 22:02:00,2023-02-11 00:02:00
352,7,99,1,2023-02-10 22:02:00,2023-02-11 00:02:00
353,0,100,0,2023-02-07 03:23:00,2023-02-08 01:23:00
354,1,100,0,2023-02-07 03:23:00,2023-02-08 01:23:00
355,4,100,0,2023-02-07 03:23:00,2023-02-08 01:23:00
356,8,100,0,2023-02-07 03:23:00,2023-02-08 01:23:00
357,5,100,1,2023-02-07 03:23:00,2023-02-08 01:23:00
358,0,101,0,2023-02-08 18:33:00,2023-02-09 17:33:00
359,8,101,0,2023-02-08 18:33:00,2023-02-09 17:33:00
360,7,101,1,2023-02-08 18:33:00,2023-02-09 17:33:00
361,6,101,0,2023-02-08 18:33:00,2023-02-09 17:33:00
362,6,102,0,2023-02-07 02:05:00,2023-02-07 20:05:00
363,2,102,0,2023-02-07 02:05:00,2023-02-07 20:05:00
364,0,102,0,2023-02-07 02:05:00,2023-02-07 20:05:00
365,3,102,1,2023-02-07 02:05:00,2023-02-07 20:05:00
366,5,103,0,2023-02-09 16:38:00,2023-02-11 20:38:00
367,4,103,0,2023-02-09 16:38:00,2023-02-11 20:38:00
368,3,103,1,2023-02-09 16:38:00,2023-02-11 20:38:00
369,6,103,0,2023-02-09 16:38:00,2023-02-11 20:38:00
370,9,104,0,2023-02-17 00:27:00,2023-02-17 22:27:00
371,3,104,0,2023-02-17 00:27:00,2023-02-17 22:27:00
372,2,104,0,2023-02-17 00:27:00,2023-02-17 22:27:00
373,8,104,1,2023-02-17 00:27:00,2023-02-17 22:27:00
374,0,105,0,2023-02-13 06:15:00,2023-02-15 10:15:00
375,5,105,0,2023-02-13 06:15:00,2023-02-15 10:15:00
376,7,105,1,2023-02-13 06:15:00,2023-02-15 10:15:00
377,6,105,0,2023-02-13 06:15:00,2023-02-15 10:15:00
378,8,105,0,2023-02-13 06:15:00,2023-02-15 10:15:00
379,3,106,0,2023-02-16 00:22:00,2023-02-17 00:22:00
380,2,106,0,2023-02-16 00:22:00,2023-02-17 00:22:00
381,0,106,1,2023-02-16 00:22:00,2023-02-17 00:22:00
382,5,106,0,2023-02-16 00:22:00,2023-02-17 00:22:00
383,7,107,1,2023-02-13 02:45:00,2023-02-15 00:45:00
384,1,107,0,2023-02-13 02:45:00,2023-02-15 00:45:00
385,6,107,0,2023-02-13 02:45:00,2023-02-15 00:45:00
386,2,107,0,2023-02-13 02:45:00,2023-02-15 00:45:00
387,4,108,1,2023-02-15 15:26:00,2023-02-17 22:26:00
388,7,108,0,2023-02-15 15:26:00,2023-02-17 22:26:00
389,5,108,0,2023-02-15 15:26:00,2023-02-17 22:26:00
390,0,108,0,2023-02-15 15:26:00,2023-02-17 22:26:00
391,7,109,0,2023-02-17 15:33:00,2023-02-19 13:33:00
392,0,109,0,2023-02-17 15:33:00,2023-02-19 13:33:00
393,2,109,1,2023-02-17 15:33:00,2023-02-19 13:33:00
394,5,109,0,2023-02-17 15:33:00,2023-02-19 13:33:00
395,8,110,0,2023-02-13 04:10:00,2023-02-15 03:10:00
396,3,110,1,2023-02-13 04:10:00,2023-02-15 03:10:00
397,5,110,0,2023-02-13 04:10:00,2023-02-15 03:10:00
398,0,110,0,2023-02-13 04:10:00,2023-02-15 03:10:00
399,6,111,0,2023-02-17 18:29:00,2023-02-19 02:29:00
400,0,111,1,2023-02-17 18:29:00,2023-02-19 02:29:00
401,4,112,1,2023-02-15 22:22:00,2023-02-17 18:22:00
402,9,112,0,2023-02-15 22:22:00,2023-02-17 18:22:00
403,0,113,0,2023-02-17 08:15:00,2023-02-19 02:15:00
404,1,113,1,2023-02-17 08:15:00,2023-02-19 02:15:00
405,8,114,0,2023-02-18 17:58:00,2023-02-21 00:58:00
406,2,114,0,2023-02-18 17:58:00,2023-02-21 00:58:00
407,9,114,0,2023-02-18 17:58:00,2023-02-21 00:58:00
408,1,114,1,2023-02-18 17:58:00,2023-02-21 00:58:00
409,5,114,0,2023-02-18 17:58:00,2023-02-21 00:58:00
410,2,115,1,2023-02-13 15:22:00,2023-02-15 22:22:00
